cino,date,from_court_no,from_judge,to_court_no,to_judge
BRKT010079662021,2022-08-11,17,ADJ-X,13,ADJ-II
BRKT020061802020,2021-01-02,8,CJM,23,ACJM-I
BRKT020017482019,2020-05-21,8,CJM,52,JM 1st Class-V
BRKT020078202019,2021-01-22,8,CJM,52,JM 1st Class-V
BRKT020078202019,2021-04-17,52,C J M Division,NA,D J Division
BRKT020064182015,2019-12-20,37,JM 1st Class-II,52,JM 1st Class-V
BRKT010001742022,2022-06-10,1,District and Sessions Judge,17,ADJ-X
BRKT010001742022,2022-08-17,17,ADJ-X,13,ADJ-II
UPJP040328232020,2021-09-01,15,"A.C.J.M-IV, Court No.15",33,Civil Judge S.D./F.T.C.  Court
UPJP050052682018,2020-06-27,11,Civil Judge Senior  Division,NA,Chief Judicial Magistrate
BRKT020011602018,2020-09-28,8,CJM,52,JM 1st Class-V
BRKT020038972019,2021-04-08,8,CJM,47,JM 1st Class-III
BRKT020038972019,2020-03-07,47,C J M Division,NA,D J Division
BRKT020098812017,2020-03-27,8,CJM,52,JM 1st Class-V
UPJP040099182021,2021-07-10,17,Judicial Magistrate First,11,Chief Judicial Magistrate
BRKT020039172019,2022-04-02,8,CJM,50,JM 2nd Class-I
BRKT020039172019,2022-05-25,50,JM 2nd Class-I,36,JM 1st Class-I
BRKT020008832019,2020-03-12,8,CJM,52,JM 1st Class-V
BRKT020011582018,2020-06-05,8,CJM,44,ACJM-V
BRKT010022622020,2020-03-16,1,District and Sessions Judge,25,ADJ-I
BRKT020104752017,2018-01-02,8,CJM,47,JM 1st Class-I
BRKT020104692017,2018-01-02,8,CJM,37,JM 1st Class-III
BRKT020013492020,2021-03-05,8,CJM,52,JM 1st Class-V
BRKT020013492020,2022-07-26,52,C J M Division,NA,D J Division
BRKT020083912018,2021-12-23,23,ACJM-I,50,JM 2nd Class-I
BRKT020083912018,2022-05-21,50,JM 2nd Class-I,36,JM 1st Class-I
BRKT020069432018,2022-04-04,8,CJM,50,JM 2nd Class-I
BRKT020069432018,2022-05-27,50,JM 2nd Class-I,36,JM 1st Class-I
BRKT020069442018,2020-07-08,8,CJM,52,JM 1st Class-V
BRKT020065772017,2020-05-21,8,CJM,52,JM 1st Class-V
UPJP040090802021,2021-07-10,13,"A.C.J.M-II, Court No.13",11,Chief Judicial Magistrate
BRKT020069472018,2018-09-22,8,CJM,44,Sub Judge-VI
UPJP040095972020,2021-04-13,34,Addl. Civil Judge (J.D.)-II,33,Civil Judge S.D./F.T.C.  Court
BRKT020038442018,2019-01-27,8,CJM,37,JM 1st Class-III
BRKT020104762017,2018-01-02,8,CJM,47,JM 1st Class-I
BRKT020065962017,2020-03-17,8,CJM,52,JM 1st Class-V
BRKT020000652020,2021-03-05,8,CJM,52,JM 1st Class-V
BRKT020065722017,2020-02-15,8,CJM,52,JM 1st Class-V
BRKT020038432018,2020-06-16,8,CJM,52,JM 1st Class-V
BRKT020069452018,2018-09-22,8,CJM,44,Sub Judge-VI
BRKT020069452018,2020-01-21,44,ACJM-V,8,CJM
BRKT020069452018,2020-06-26,52,JM 1st Class-V,8,CJM
BRKT020069452018,2020-06-26,8,CJM,52,JM 1st Class-V
UPJP040091682021,2021-07-10,18,Judicial Magistrate Second,11,Chief Judicial Magistrate
BRKT020065742017,2020-03-17,8,CJM,52,JM 1st Class-V
UPJP040052882016,2018-06-05,13,Chief Judicial Magistrate,NA,Civil Judge Senior Division
UPJP040090822021,2021-07-10,13,"A.C.J.M-II, Court No.13",11,Chief Judicial Magistrate
BRAU010057272016,2019-05-22,3,ADJ-I-cum special judge SC/ST and NDPS,39,Adj-XII
BRAU010057272016,2019-11-22,39,Adj-XII,24,ADJ-V-Exclusive Judge Special Excise Court-I
BRAU010057272016,2022-04-23,24,A.D.J-cum-Exclusive Judge Special Excise Court-I,43,Incharge Court ADJ-V
BRAU010057272016,2022-09-14,43,Incharge Court ADJ-V,42,ADJ XV cum Special Judge Human Trafficking Act
UPET050036052017,2018-05-23,20,Civil Judge Senior Division,NA,Chief Judicial Magistrate
MHGO040000892015,2015-02-04,1,"Civil Judge, Junior Division, &amp; J.M.F.C., Amgaon",2,"JtCivil Judge, Junior Division, & J.M.F.C., Amgaon"
MHGO040000892015,2022-06-07,2,"JtCivil Judge, Junior Division, &amp; J.M.F.C., Amgaon",9,"nd Joint Civil Judge, Jr. Dn. and J.M.F.C. Amgaon"
MHGO040000892015,2023-01-11,9,"nd Joint Civil Judge, Jr. Dn. and J.M.F.C. Amgaon",2,"JtCivil Judge, Junior Division, & J.M.F.C., Amgaon"
MHGO030010242017,2017-04-17,19,Chief Judicial Magistrate Gondia,6,nd Jt.Civil Judge Jr.Dn.  J.M.F.C.Gondiya.
MHBH030000042017,2019-12-05,5,nd Jt. Civil Judge Jr. Dn.  J.M.F.C. Bhandara.,4,Jt. Civil Judge Jr. Dn.  J.M.F.C. Bhandara.
MHBU170008222015,2022-08-01,1,"Civil Judge Jr.Dn. and JMFC, Lonar",2,Jt.CJJD and  JMFC Lonar
MHBU170008212015,2017-01-10,2,Jt.Civil Judge Jr.Dn. and JMFC,1,"Civil Judge Jr.Dn. and JMFC, Lonar"
MHBU170008212015,2017-01-10,1,"Civil Judge Jr.Dn. and JMFC, Lonar",2,Jt.Civil Judge Jr.Dn. and JMFC
MHBU170008212015,2022-08-01,1,"Civil Judge Jr.Dn. and JMFC, Lonar",2,Jt.CJJD and  JMFC Lonar
MHBU030015442016,2018-12-19,NA,NA,18,J.M.F.C. I Buldana
MHBU030015442016,2020-07-03,18,J.M.F.C. I Buldana,4,J.M.F.C. II Buldana.
MHNS230008462016,2018-06-04,NA,NA,2,CIVIL JUDGE J.D. AND JMFC
MHNS050028762018,2022-12-26,NA,NA,2,nd JT CIVIL JUDGE J.D. AND JMFC
MHNS030069122015,2017-11-18,6,III Jt.CIVIL JUDGE JUNIOR DIVISION  JMFC,8,JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC
MHNS050020682019,2022-12-26,NA,NA,3,CIVIL JUDGE J.D. AND JMFC
MHNS010000292017,2017-09-28,52,"AD-HOC DISTRICT JUDGE-3 AND ASSTT. SESSIONS JUDGE, NASHIK",19,DISTRICT JUDGE-9 AND ASSITT SESSJUDGE
MHNS030043512015,2017-11-18,6,III Jt.CIVIL JUDGE JUNIOR DIVISION  JMFC,8,JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC
MHNS030008742015,2016-06-06,18,VIII Jt. CIVIL JUDGE JUNIOR DIVN   JMFC,19,IX JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC
MHNS030008742015,2016-06-07,6,II JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC,18,VIII Jt. CIVIL JUDGE JUNIOR DIVN   JMFC
MHNS030008742015,2017-01-16,19,VIII Jt. CIVIL JUDGE JUNIOR DIVN   JMFC,10,X JOINT CIVIL JUDGE J.D.  JMFC
MHNS030008742015,2017-09-29,10,X JOINT CIVIL JUDGE J.D.  JMFC,9,IX JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC
MHNS030008742015,2017-11-14,9,X JOINT CIVIL JUDGE J.D.  JMFC,8,JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC
MHNS030005182016,2016-07-02,16,VII JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC,20,IX JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC
MHNS030005182016,2017-11-14,20,VIII Jt. CIVIL JUDGE JUNIOR DIVN   JMFC,8,JOINT CIVIL JUDGE JUNIOR DIVISION  JMFC
MHCH030015142015,2018-06-04,19,th Jt.Civil Judge J.D. Chandrapur.,15,Jt.Civil Judge J.D.  JMFC Chandrapur
MHCH030015142015,2019-01-29,15,nd Jt.Civil Judge Jr.Dn.  JMFC Chandrapur,16,rd Jt.Civil Judge J.D.  JMFC Chandrapur
MHCH030015142015,2019-06-03,16,rd Jt.Civil Judge J.D.  JMFC Chandrapur,13,Jt.Civil Judge J.D.  JMFC Chandrapur
MHCH030015142015,2022-02-28,13,Jt.Civil Judge J.D.  JMFC Chandrapur,38,th Jt.Civil Judge Jr.Dn.JMFC Chandrapur.
MHST150002332016,2016-08-01,3,rd  Jt. C.J.J.D. and  J.M.F.C. Vaduj,7,th Jt.C.J.J.D and J.M.F.C.Vaduj
MHST150002332016,2017-09-01,NA,NA,2,nd Jt. C.J.J.D. and J.M.F.C. VADUJ
MHST150002332016,2019-06-10,2,nd Jt. C.J.J.D. and J.M.F.C. VADUJ,1,Jt. C.J.J.D and  J.M.F.C. Vaduj
MHST070037292018,2019-06-03,5,th Jt. Civil Judge J.D.  J.M.F.C. Karad,7,th Jt. Civil Judge J.D  J.M.F.C. Karad.
MHST070037292018,2019-06-03,7,th Jt. Civil Judge J.D  J.M.F.C. Karad.,3,rd Jt. Civil Judge J.D.  J.M.F.C.Karad.
MHST070037292018,2019-11-11,3,rd Jt. Civil Judge J.D.  J.M.F.C.Karad.,2,nd Jt. Civil  Judge J.D.  J.M.F.C. Karad
MHST070037292018,2022-06-06,7,Vacant Court,4,th Jt. Civil Judge J.D. J.M.F.C. Karad.
MHST070037292018,2022-06-06,2,nd Jt. Civil  Judge J.D.  J.M.F.C. Karad,7,Vacant Court
MHAH030007942017,2018-08-06,NA,NA,39,th Jt.Civil Judge J.D. and J.M.F.C.
MHAH030007942017,2019-11-01,39,th Jt.Civil Judge J.D. and J.M.F.C.,43,nd Jt.Civil Judge J.D. and J.M.F.C.
MHJG060023222015,2015-10-23,NA,NA,8,"Principal Magistrate, Juvenile Justice Board Jalgaon"
MHJG060023222015,2015-10-23,8,"Principal Magistrate, Juvenile Justice Board Jalgaon",2,"Jt Civil Judge JD and JMFC, Jalgaon"
MHMM160050752015,2021-03-03,5,Metropolitan Magistrate Court 72,2,Metropolitan Magistrate Court 34
MHMM150051752018,2019-03-20,29,"Metropolitan Magistrate,  29th Court",62,Metropolitan Magistrate 62th Court
MHMM150013282016,2019-02-13,29,"Metropolitan Magistrate,  29th Court",62,Metropolitan Magistrate 62th Court
BRAU020000182020,2022-03-24,10,CJM,26,ACJM-II
BRAU020000182020,2022-10-06,26,ACJM-II,41,JM 1st Class
BRAU020036012017,2019-02-20,10,CJM,34,JM-2nd Class
BRAU020036012017,2020-01-18,34,JM 1st Class,37,JM 1st Class
BRAU020036012017,2022-04-08,37,JM 1st Class,27,ACJM-III
BRAU020013262017,2017-04-27,10,CJM,31,ACJM-VII
BRAU020013262017,2019-07-23,31,ACJM-VII,10,CJM
BRAU020027212016,2019-02-20,10,CJM,34,JM-2nd Class
BRAU020027212016,2020-02-12,34,JM 1st Class,35,JM 1st Class
BRAU020027212016,2021-11-18,35,JM 1st Class,38,JM 1st Class
UPET120009162016,2021-05-12,1,Civil Judge Junior Division - Jalesar - Etah,NA,Civil Judge Senior Division - Jaleshar - Etah
UPET040006222015,2016-07-02,27,Chief Judicial Magistrate,NA,Civil Judge Junior Division
UPET110047282021,2022-07-13,1,Civil Judge Senior Division - Jalesar - Etah,NA,Civil Judge Junior Division - Jalesar - Etah
UPET060027362016,2017-08-08,27,Civil Judge Junior Division,NA,Civil Judge Senior Division
UPSB040030302015,2022-01-10,8,Addl. Chief Judicial Magistrate,6,Chief Judicial Magistrate
UPSB040030342015,2022-01-10,8,Addl. Chief Judicial Magistrate,6,Chief Judicial Magistrate
UPSB040030332015,2022-01-10,8,Addl. Chief Judicial Magistrate,6,Chief Judicial Magistrate
UPMP010060582017,2017-12-22,1,District &amp; Session Judge,4,Adj III
UPMP010060582017,2022-01-24,4,Adj III,2,ADJ I
UPMP040045392018,2020-10-24,13,C.J.M.,26,Civil Judge Jr Div/JM
UPMP040045392018,2020-10-24,26,Civil Judge Jr Div/JM,13,C.J.M.
UPMP040021802018,2020-10-24,13,C.J.M.,26,Civil Judge Jr Div/JM
UPMP040021802018,2020-10-24,26,Civil Judge Jr Div/JM,13,C.J.M.
UPMP040021792018,2020-10-24,13,C.J.M.,26,Civil Judge Jr Div/JM
UPMP040021792018,2020-10-24,26,Civil Judge Jr Div/JM,13,C.J.M.
UPMP040137172016,2017-12-08,13,Chief Judicial Magistrate,NA,District Session Judge
UPMP010004532018,2018-02-15,1,District &amp; Session Judge,27,Adj F.T.C.I
UPMP040021812018,2020-10-24,13,C.J.M.,26,Civil Judge Jr Div/JM
UPMP040021812018,2020-10-24,26,Civil Judge Jr Div/JM,13,C.J.M.
UPMP040095522019,2022-11-04,13,C.J.M.,30,J.M.Ist class-cum-Addl.Munsif I
UPAL040287872015,NA,24,Chief Judicial Magistrate,NA,NA
UPAL010065052021,2021-07-12,1,District judge,16,Special Judge (E.C. Act.)
UPAL010065362021,2021-07-12,1,District judge,16,Special Judge (E.C. Act.)
UPAL010065022021,2021-07-12,1,District judge,16,Special Judge (E.C. Act.)
UPAL010097072021,2021-09-22,1,District judge,56,Addl. Distt. and Sess. Judge/Spl. Judge (POCSO) Act-2012
UPAL010097062021,2021-09-22,1,District judge,56,Addl. Distt. and Sess. Judge/Spl. Judge (POCSO) Act-2012
UPAL010068892021,2021-07-22,1,District judge,16,Special Judge (E.C. Act.)
UPAL010065012021,2021-07-12,1,District judge,16,Special Judge (E.C. Act.)
BRAU020027182016,2019-04-02,10,CJM,34,JM-2nd Class
BRAU020027182016,2020-01-18,34,JM 1st Class,35,JM 1st Class
BRAU020027182016,2022-10-14,35,JM 1st Class,41,JM 1st Class
BRAU020009952020,2022-07-13,10,CJM,43,JM 1st Class
BRAU020032502017,2017-11-18,10,CJM,31,ACJM-VII
BRAU020032502017,2019-03-13,31,ACJM-VII,32,ACJM-VIII
BRAU020032502017,2019-06-29,32,ACJM-VIII,14,Incharge -SDJM
BRAU020032502017,2020-01-31,14,Incharge -SDJM,26,ACJM-II
BRAU020032502017,2021-02-25,26,ACJM-II,28,ACJM-IV
BRAU020032502017,2022-01-05,28,ACJM-IV,30,ACJM-VI
BRAU020032502017,2022-04-08,30,ACJM-VI,27,ACJM-III
BRAU020006292019,2022-04-04,10,CJM,31,ACJM-VII
BRAU010003722019,2019-01-23,1,District And Sessions Judge,32,FTC-VI
BRAU010003722019,2021-06-22,32,FTC-VI,22,ADJ-VII
BRAU020002432015,2015-06-29,19,JM 1st Class,24,JM 1st Class
BRAU020002432015,2015-09-23,24,JM 1st Class,28,ACJM-IV
BRAU020002432015,2017-11-30,28,ACJM-IV,26,ACJM-II
BRAU020002432015,2019-08-29,26,ACJM-II,34,JM-2nd Class
BRAU020002432015,2020-02-11,34,JM 1st Class,35,JM 1st Class
BRAU020002432015,2022-06-07,35,JM 1st Class,41,JM 1st Class
UPAL010065092021,2021-07-12,1,District judge,16,Special Judge (E.C. Act.)
UPAL010065042021,2021-07-12,1,District judge,16,Special Judge (E.C. Act.)
UPVR040237152017,2017-07-19,21,C.J.M.,40,A.C.J.M.-10
UPVR040237152017,2017-08-04,40,A.C.J.M.-10,21,C.J.M.
UPVR010080152019,2019-09-13,1,District &amp; Session Judge,3,Spl. Judge(SC/ST) Act
UPVR040306542021,2021-12-16,46,J.M.3,59,A.Cl.J.(JD) - 9
UPVR040122122021,2022-05-20,21,C.J.M.,23,Spl.C.J.M.
UPVR040557042015,2021-10-04,30,A.C.J.M.-4,61,A.Cl.J.(JD)-11
UPMA010014282017,2017-04-15,1,District and Sessions Judge,13,Adj F.T.C.I
UPMA040011422020,2022-07-01,5,Chief Judicial Magistrate,13,Spl. Judicial Magistrate
UPMA040011462020,2022-07-01,5,Chief Judicial Magistrate,13,Spl. Judicial Magistrate
BRAU020001142018,2018-01-13,NA,NA,31,ACJM-VII
BRAU020025682017,2018-09-25,10,CJM,30,ACJM-VI
BRAU020025682017,2019-03-15,30,ACJM-VI,14,Incharge -SDJM
BRAU020025682017,2020-01-17,14,Incharge -SDJM,26,ACJM-II
BRAU020025682017,2021-02-22,26,ACJM-II,28,ACJM-IV
BRAU020025682017,2021-11-01,28,ACJM-IV,30,ACJM-VI
BRAU020025682017,2022-11-15,30,ACJM-VI,40,JM 1st Class
BRAU020027172016,2019-04-02,10,CJM,34,JM-2nd Class
BRAU020027172016,2020-01-18,34,JM 1st Class,37,JM 1st Class
BRAU020027172016,2020-02-11,37,JM 1st Class,35,JM 1st Class
BRAU020027172016,2021-11-18,35,JM 1st Class,42,JM 1st Class
BRAU020021332017,2018-04-24,10,C J M Division,NA,D J Division
BRDA020030962018,2021-01-28,4,C.J.M.,7,S.D.J.M.
MHMM230003392018,2018-02-14,2,Metropolitan Magistrate  53rd Court,1,Metropolitan Magistrate 27th Court
MHMM120090952015,2016-10-06,7,"Metropolitan Magistrate, 25th Court",3,"Metropolitan Magistrate, 6th Court"
MHMM190178392019,2022-02-11,66,Metropolitan Magistrate 66th Court,44,"Metropolitan Magistrate, 44th Court"
MHMM190128672016,2017-09-20,1,"Metropolitan Magistrate, Railway Court",44,"Metropolitan Magistrate, 44th Court"
BRAU020025462019,2019-10-24,10,CJM,27,ACJM-III
BRAU020025462019,2019-11-21,27,C J M Division,NA,D J Division
BRAU020036022017,2019-02-20,10,CJM,34,JM-2nd Class
BRAU020036022017,2020-02-15,34,JM 1st Class,37,JM 1st Class
BRAU020036022017,2022-04-08,37,JM 1st Class,27,ACJM-III
BRAU020004682020,2022-06-17,10,CJM,40,JM 1st Class
BRAU020026542017,2017-09-14,10,CJM,26,ACJM-II
BRAU020026542017,2019-08-08,26,ACJM-II,34,JM-2nd Class
BRAU020026542017,2019-12-11,34,JM 1st Class,27,ACJM-III
BRAU020026542017,2022-01-06,27,ACJM-III,26,ACJM-II
BRAU020026542017,2022-10-14,26,ACJM-II,43,JM 1st Class
BRAU020017652019,2022-02-14,10,CJM,26,ACJM-II
BRAU020017652019,2022-11-04,26,ACJM-II,41,JM 1st Class
BRSO020000592019,2019-12-23,1,CJM cum Sub-Judge II,7,Sub-Judge IV cum ACJM -II
BRSO020000592019,2022-02-25,7,Sub-Judge IV cum ACJM -II,3,S.D.J.M.
BRSO010012032021,2021-06-09,1,District and Sessions Judge,3,ADJ-I
BRSO020007702019,2019-12-23,1,CJM cum Sub-Judge II,7,Sub-Judge IV cum ACJM -II
BRSO020007702019,2022-02-23,7,Sub-Judge IV cum ACJM -II,1,CJM cum Sub-Judge II
BRDA020015132017,2019-04-24,4,CJM,27,ACJM-IV-cum-SUB-JUDGE-IV
BRDA020015132017,2019-12-12,27,ACJM-IV-cum-SUB-JUDGE-IV,4,CJM
UPBR010228072018,2021-08-04,54,Additional District and Sessions Judge Special Judge(POCSO Act),55,Additional District and Sessions Judge (POCSO Act) Court No 1
BRAU020033782017,2018-03-22,10,CJM,32,ACJM-VIII
BRAU020033782017,2019-08-09,32,ACJM-VIII,14,Incharge -SDJM
BRAU020033782017,2020-01-31,14,Incharge -SDJM,26,ACJM-II
BRAU020033782017,2022-11-24,26,ACJM-II,38,JM 1st Class
BRAU010020462018,2018-04-24,1,District And Sessions Judge,22,Adj-II
BRAU010020462018,2020-11-26,22,ADJ-VII,23,ADJ-III cum special judge MP.s/MLA case
MHCC020057362015,2015-04-20,39,COURT 39 ADDL SESSIONS JUDGE,24,COURT 24 ADDL SESSIONS JUDGE
MHCC020169112015,2016-06-06,7,COURT 7 ADDL SESSIONS JUDGE,30,COURT 30  SESSIONS JUDGE
MHCC020169112015,2017-10-30,30,COURT 30  SESSIONS JUDGE,10,COURT 10 ADDL SESSIONS JUDGE
BRAU010035222019,2019-07-25,1,District And Sessions Judge,33,FTC-VI
BRAU010035222019,2020-08-31,33,FTC-VI,42,ADJ XV cum Special Judge Human Trafficking Act
BRAU010035222019,2020-10-09,42,ADJ XV cum Special Judge Human Trafficking Act,33,FTC-VII
BRAU010035222019,2021-06-04,33,FTC-VII,37,ADJ-X
BRAU020034252015,2019-08-08,26,ACJM-II,34,JM-2nd Class
BRAU020034252015,2019-12-11,34,JM 1st Class,27,ACJM-III
BRAU020034252015,2022-01-06,27,ACJM-III,26,ACJM-II
BRAU020034252015,2022-11-02,26,ACJM-II,39,JM 1st Class
BRAU020035182014,2019-07-11,10,CJM,36,JM 1st Class
BRAU020035182014,2022-06-27,36,JM 1st Class,31,ACJM-VII
MHCC020170592015,2015-12-07,25,COURT 25  ADDL SESSIONS JUDGE,15,COURT 15 ADDL SESSIONS JUDGE
BRAU020000632017,2017-01-05,10,CJM,29,ACJM-V
BRAU020000632017,2019-06-07,29,ACJM-V,36,JM 1st Class
BRAU020000632017,2021-11-22,36,JM 1st Class,40,JM 1st Class
BRAU020031252015,2019-05-04,10,CJM,34,JM-2nd Class
BRAU020031252015,2020-02-08,34,JM 1st Class,36,JM 1st Class
BRAU020031252015,2022-05-30,36,JM 1st Class,31,ACJM-VII
BRDA020031472018,2020-12-05,4,C.J.M.,7,S.D.J.M.
BRDA020031482018,2020-09-29,4,C.J.M.,7,S.D.J.M.
BRDA020028292018,2018-06-19,NA,NA,4,CJM
BRDA020037292022,2023-01-05,4,C.J.M.,13,J.M.Ist class
BRDA020030992018,2021-01-16,4,C.J.M.,11,J.M.Ist class
BRDA020003652019,2020-03-30,7,S.D.J.M.,36,J.M.Ist class
BRDA020003652019,2020-05-22,36,J.M.Ist class,37,J.M.Ist class
BRDA020003652019,2020-10-21,37,J.M.Ist class,15,J.M.Ist class
BRDA020003652019,2021-03-04,15,J.M.Ist class,37,J.M.Ist class
BRDA020006442022,2022-04-26,37,J.M.Ist class,7,S.D.J.M.
BRDA020030972018,2021-01-20,4,C.J.M.,14,J.M.Ist class
MHCC030002952015,2015-05-25,58,"FAST TRACK SESSIONS COURT, SEWREE, MUMBAI",NA,city criminal court
BRDA020069832017,2018-06-04,4,CJM,33,ACJM - IX
BRDA020069832017,2019-04-25,33,ACJM - IX,14,JM 2nd Class
BRDA020069832017,2022-10-11,14,J.M.Ist class,13,J.M.Ist class
BRDA020047272019,2020-04-15,7,S.D.J.M.,37,J.M.Ist class
BRDA020051962016,2017-02-11,NA,NA,37,JM 2nd Class
BRDA010010352016,2016-03-14,1,District &amp; Sessions Judge,2,ADJ I
BRDA020057892014,2017-11-30,35,J.M.Ist class,32,ACJM - VIII
BRDA020031012018,2021-01-28,4,C.J.M.,7,S.D.J.M.
BRDA020030132016,2016-06-01,4,C.J.M.,26,ACJM-III-cum-SUB-JUDGE-III
BRDA020030132016,2018-06-01,26,ACJM - V,30,ACJM - III
BRDA020030132016,2019-12-01,30,ACJM - III,26,ACJM - V
BRDA020030102016,2016-06-01,4,C.J.M.,26,ACJM-III-cum-SUB-JUDGE-III
BRDA020030102016,2018-06-01,26,ACJM - V,30,ACJM - III
BRDA020030102016,2018-07-02,30,ACJM - III,26,ACJM - V
BRDA020031002018,2021-01-20,4,C.J.M.,14,J.M.Ist class
BRDA020031002018,2022-10-11,14,J.M.Ist class,42,J.M.Ist class
BRDA020052022016,2017-03-21,NA,NA,37,J.M.Ist class
BRDA020052042016,2016-12-22,NA,NA,28,ACJM-V-cum-SUB-JUDGE-V
BRDA020052042016,2018-06-01,28,ACJM - VI,26,ACJM - V
BRDA020031452018,2021-01-19,4,C.J.M.,7,S.D.J.M.
BRDA020013892017,2017-07-03,4,C.J.M.,35,J.M.Ist class
BRDA020013892017,2017-11-18,35,J.M.Ist class,29,J.M Ist class-cum-Munsif II
BRDA020013892017,2018-01-12,29,J.M Ist class-cum-Munsif II,33,ACJM - IX
BRDA020041172017,2017-09-07,4,C.J.M.,35,J.M.Ist class
BRDA020041172017,2017-11-17,35,J.M.Ist class,33,ACJM - IX
BRDA020020412018,2019-02-19,4,CJM,7,S.D.J.M.
BRDA020020412018,2020-02-12,7,S.D.J.M.,16,J.M.Ist class
BRDA020055402016,2017-06-16,4,C.J.M.,36,J.M.Ist class
BRDA020055402016,2020-09-18,36,J.M.Ist class,12,J.M.Ist class
BRDA020055402016,2023-01-11,12,J.M.Ist class,42,J.M.Ist class
BRDA020050402015,2017-08-03,4,C.J.M.,16,J.M.Ist class
BRDA020050402015,2017-12-15,16,J.M.Ist class,4,C.J.M.
BRDA020050402015,2018-04-22,4,CJM,17,ACJM - I
BRDA020070052015,2018-06-01,28,ACJM - VI,26,ACJM - V
BRDA020070052015,2018-08-06,26,ACJM - V,37,J.M.Ist class
BRDA020047502017,2017-09-06,4,C.J.M.,37,J.M.Ist class
BRDA020042182017,2017-10-31,4,C.J.M.,35,J.M.Ist class
BRDA020042182017,2017-11-07,35,J.M.Ist class,33,ACJM - IX
BRDA020042182017,2018-09-25,33,ACJM - IX,28,ACJM - VI
BRDA020042182017,2019-10-24,28,ACJM - VI,33,ACJM - IX
BRDA020073232019,2019-12-28,4,CJM,7,S.D.J.M.
BRDA020073232019,2020-03-30,7,S.D.J.M.,36,J.M.Ist class
BRDA020073232019,2020-05-27,36,J.M.Ist class,37,J.M.Ist class
BRDA020074952016,2019-08-07,7,S.D.J.M.,37,J.M.Ist class
BRDA210011272017,2021-12-13,1,Addl. Chief Judicial Magistrate -I,8,Judicial Magistrate 2nd Class-II
BRDA210011272017,2022-02-19,8,Judicial Magistrate 2nd Class-II,1,Addl. Chief Judicial Magistrate -I
BRDA020068742015,2017-03-23,27,ACJM-IV-cum-SUB-JUDGE-IV,35,J.M.Ist class
BRDA020068742015,2017-11-13,35,J.M.Ist class,7,S.D.J.M.
BRDA020068742015,2020-01-21,7,S.D.J.M.,13,J.M.Ist class
BRDA020060162017,2018-05-26,4,CJM,33,ACJM - IX
BRDA020060162017,2019-04-25,33,ACJM - IX,14,JM 2nd Class
BRDA020060162017,2022-08-22,14,J.M.Ist class,41,J.M.Ist class
BRDA020070302015,2017-03-21,NA,NA,37,J.M.Ist class
BRDA020070302015,2017-04-12,37,J.M.Ist class,35,J.M.Ist class
BRDA020070302015,2018-11-06,NA,NA,26,ACJM - V
BRDA020070302015,2019-04-18,26,ACJM - V,15,JM 2nd Class
BRDA020034602018,2019-07-29,4,CJM,37,J.M.Ist class
BRDA020005052018,2018-10-11,7,S.D.J.M.,4,CJM
BRDA020005052018,2022-05-26,4,C.J.M.,40,JM 2nd Class
BRDA020005052018,2022-08-23,40,JM 2nd Class,36,J.M.Ist class
BRDA020070312015,2017-03-21,NA,NA,37,J.M.Ist class
BRDA020075052016,2019-06-29,7,S.D.J.M.,37,J.M.Ist class
UPAG040173752018,2019-06-01,NA,NA,31,Addl. Chief Judicial Magistrate Court No. 8
UPAG040173752018,2020-01-04,31,Addl. Chief Judicial Magistrate Court No. 8,33,Addl. Chief Judicial Magistrate Court No. 7
UPAG040173752018,2020-01-18,33,Addl. Chief Judicial Magistrate Court No. 7,69,Judicial Magistrate - I
UPAG040173752018,2021-07-02,69,Judicial Magistrate - I,36,Addl. Chief Judicial Magistrate Court No. 3
UPAG040173752018,2021-07-10,36,Addl. Chief Judicial Magistrate Court No. 3,24,Chief Judicial Magistrate
UPRP040019172020,2020-11-28,9,C.J.M.,11,A.C.J.M. I
UPRP040049272018,2022-12-03,9,C.J.M.,13,A.C.J.M. II
UPGZ010069062021,2021-04-14,1,District &amp; Session Judge,77,ADJ/Special Judge POCSO
UPGZ010162142022,2022-08-17,1,District &amp; Session Judge,16,Spl. Judge SC/ST Act
UPBU040137092017,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040137092017,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040137092017,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040137092017,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040043882016,2018-03-12,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040043882016,2019-10-05,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040043882016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040043882016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
