CIN/LLPIN,Legal_Name,Purchaser_Entries,Donor_Type,TotalNumberBonds,TotalDonorAmount,PayBranchCodes,PayTellers
U63020MH1973PTC016807,ALLANA COLD STORAGE PRIVATE LIMITED,ALLANA COLD STORAGE,ALLANA COLD STORAGE PRIVATE LIMITED,1,10000000,300,4180496
U00265DL2005PTC137669,RICHA GLOBAL EXPORTS PRIVATE LIMITED,RICHA GLOBAL EXPORTS PRIVATE LIMITED,RICHA GLOBAL EXPORTS PRIVATE LIMITED,1,10000000,691,3300196
U17119WB2002PTC094325,GANGES JUTE PRIVATE LIMITED,GANGES JUTE PRIVATE LTD,GANGES JUTE PRIVATE LIMITED,1,10000000,1,5898161
U60231DL2004PTC129501,SHAURYA VIR CARRIERS PRIVATE LIMITED,SHAURYAVIR CARRIERS PRIVATE LIMITED,SHAURYA VIR CARRIERS PRIVATE LIMITED,1,10000000,691,3300196
U74999TG2016PLC110612,GRINIBHRIT SOLAR POWER LIMITED,GRINIBHRIT SOLAR POWER PVT LTD,GRINIBHRIT SOLAR POWER LIMITED,1,10000000,847,6422705
U55205KA2019PTC127721,BISHOPS WEED FOOD CRAFTS PRIVATE LIMITED,BISHOPS WEED FOOD CRAFTS PRIVATE LI,BISHOPS WEED FOOD CRAFTS PRIVATE LIMITED,1,10000000,813,6188222
U74999TG2016PLC110571,SUVARCHAS SOLAR POWER LIMITED,SUVARCHAS SOLAR POWER PRIVATE LIMITED,SUVARCHAS SOLAR POWER LIMITED,1,10000000,847,6422705
U74999MH2016PTC281703,DOYEN ENGINEERING SERVICES PRIVATE LIMITED,DOYEN ENGINEERING SERVICES PRIVATE,DOYEN ENGINEERING SERVICES PRIVATE LIMITED,1,10000000,300,7905165
U45201TG2006PLC078157,EDELWEISS RURAL & CORPORATE SERVICES LIMITED,EDELWEISS RURAL CORPORATE SERVICE,EDELWEISS RURAL & CORPORATE SERVICES LIMITED,1,10000000,300,4180496
L51909WB1988PLC044765,CHITRAKUT HOLDINGS LTD,CHITRAKUT HOLDINGS LTD,CHITRAKUT HOLDINGS LTD,1,10000000,1,5899230
U70101WB1988PTC045347,IDEAL REAL ESTATES PRIVATE LIMITED,IDEAL REAL ESTATES PRIVATE LIMITED,IDEAL REAL ESTATES PRIVATE LIMITED,1,10000000,1,5899230
U70109TG2020PTC138876,SIDDHARTH DEVELOPERS PRIVATE LIMITED,SIDDHARTH DEVELOPERS,SIDDHARTH DEVELOPERS PRIVATE LIMITED,1,10000000,847,7445512
U51109AS1999PTC005921,ANTIQUE INDIA PRIVATE LIMITED,ANTIQUE INDIA PRIVATE LIMITED,ANTIQUE INDIA PRIVATE LIMITED,1,10000000,78,5523982
U70200WB2010PTC151686,BAGDOGRA REALTORS PRIVATE LIMITED,BAGDOGRA REALTORS PVT LTD,BAGDOGRA REALTORS PRIVATE LIMITED,1,10000000,1,5899230
U40108TG2003PTC041917,SRI SAI KRISHNA HYDRO ENERGIES PRIVATE LIMITED,GREENKO SRI SAI KRISHNA HYDRO ENERGIES PVT LTD,SRI SAI KRISHNA HYDRO ENERGIES PRIVATE LIMITED,1,10000000,847,3898296
U45400WB2013PTC193346,B. DAS & ASSOCIATES PRIVATE LIMITED,B.DAS AND ASSOCIATES PVT. LTD.,B. DAS & ASSOCIATES PRIVATE LIMITED,1,10000000,1,5898161
U40108TG2013PTC089133,PENNAR RENEWABLES PRIVATE LIMITED,PENNAR RENEWABLES PVT LTD( NEW ERA,PENNAR RENEWABLES PRIVATE LIMITED,1,10000000,847,6422705
U72200AP2013PTC091293,SLICK SOFTWARE SOLUTIONS PRIVATE LIMITED,SLICK SOFTWARE SOLUTIONS PRIVATE LI,SLICK SOFTWARE SOLUTIONS PRIVATE LIMITED,1,10000000,847,7445512
U45400TN2009PTC071293,BALAJI REAL ESTATE VENTURES PRIVATE LIMITED,BALAJI REAL ESTATE VENTURES PVT LT,BALAJI REAL ESTATE VENTURES PRIVATE LIMITED,1,10000000,800,7273126
U40109TG2002PTC039580,HIM KAILASH HYDRO POWER PRIVATE LIMITED,GREENKO HIM KAILASH HYDRO POWER PVT LTD,HIM KAILASH HYDRO POWER PRIVATE LIMITED,1,10000000,847,3898296
U40109TG2013PTC089165,PREMIER PHOTOVOLTAIC MEDAK PRIVATE LIMITED,PREMIER PHOTOVOLTAIC MEDAK (P)LTD,PREMIER PHOTOVOLTAIC MEDAK PRIVATE LIMITED,1,10000000,847,6422705
U45400TG2007PTC054512,VENKATA PRANEETH DEVELOPERS PRIVATE LIMITED,VENKAT PRANEETH DEVELOPRS (P) LTD,VENKATA PRANEETH DEVELOPERS PRIVATE LIMITED,1,10000000,847,7445512
U45400TG2007PTC054254,MIDAS PROJECTS PRIVATE LIMITED,MIDAS PROJECTS PRIVATE LIMITED,MIDAS PROJECTS PRIVATE LIMITED,1,10000000,847,7445512
U40109TN2013FTC094154,SEI ARUSHI PRIVATE LIMITED,SEI ARUSHI PVT LTD,SEI ARUSHI PRIVATE LIMITED,1,10000000,847,7445512
L17120MH1897PLC000163,CENTURY TEXTILES AND INDUSTRIES LIMITED,CENTURY TEXTILES AND INDUSTRIES LTD,CENTURY TEXTILES AND INDUSTRIES LIMITED,1,10000000,300,2836831
U40300MH2011PTC220233,TADAS WIND ENERGY PRIVATE LIMITED,TADAS WIND ENERGY PVT LTD,TADAS WIND ENERGY PRIVATE LIMITED,1,10000000,847,7445512
U40300TG2011PTC077572,ANANTPURA WIND ENERGIES PRIVATE LIMITED,ANANTPURA WIND ENERGIES PVT LTD,ANANTPURA WIND ENERGIES PRIVATE LIMITED,1,10000000,847,3898296
U45309TG2021PTC158054,HAPPYTAT VILLAS PRIVATE LIMITED,HAPPYTAT VILLAS PRIVATE LIMITED,HAPPYTAT VILLAS PRIVATE LIMITED,1,10000000,847,6458726
U45200TG1989PTC047103,GREENKO ASTHA PROJECTS (INDIA) PRIVATE LIMITED,GREENKO ASTHA PROJECTS (INDIA) PVT LTD,GREENKO ASTHA PROJECTS (INDIA) PRIVATE LIMITED,1,10000000,847,3898296
L24110AP2005PLC045726,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,SREE RAYALASEEMA HI STRENGTH HYPO LTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,1,10000000,847,7445512
U45203GJ2009PTC058178,PATEL HIGHWAY MANAGEMENT PRIVATE LIMITED,PATEL HIGHWAY MANAGEMENT PVT LTD,PATEL HIGHWAY MANAGEMENT PRIVATE LIMITED,1,10000000,1355,5137969
U45200TN2008PTC069189,FORTUNE ESTATE DEVELOPERS PRIVATE LIMITED,FORTUNE ESTATE DEVELOPERS PVT LTD,FORTUNE ESTATE DEVELOPERS PRIVATE LIMITED,1,10000000,813,6188222
U45201DL1971PTC005522,PURI CONSTRUCTION PRIVATE LTD,PURI CONSTRUCTION PVT LTD,PURI CONSTRUCTION PRIVATE LTD,1,10000000,691,2039265
U45201DL2001PTC111698,ADIT BUILDWELL PRIVATE LIMITED,ADIT BUILD WELL PVT LTD,ADIT BUILDWELL PRIVATE LIMITED,1,10000000,691,3300196
U45201KA2007PTC044092,KMK DEVELOPERS PRIVATE LIMITED,KMK DEVELOPERS PVT LTD ASHISH BHAS,KMK DEVELOPERS PRIVATE LIMITED,1,10000000,813,6188222
L25199WB1976PLC030532,TEGA INDUSTRIES LIMITED,TEGA INDUSTRIES LIMI,TEGA INDUSTRIES LIMITED,1,10000000,1,5898161
L24116UP1978PLC004624,JUBILANT PHARMOVA LIMITED,JUBILANT LIFE SCIENCES LIMITED,JUBILANT PHARMOVA LIMITED,1,10000000,691,3300196
U70101WB1991PTC052415,SHREE SALASAR PROPERTIES & FINANCE PVT. LTD.,SHREE SALASAR PROPERTIES & FINANCE PVT LTD,SHREE SALASAR PROPERTIES & FINANCE PVT. LTD.,1,10000000,1,6405134
U70200KA2004PTC033896,DIVYASREE SOFT TECH REALTORS PRIVATE LIMITED,DIVYASREE SOFTTECH REALTORS PVT LTD,DIVYASREE SOFT TECH REALTORS PRIVATE LIMITED,1,10000000,813,6188222
U40102TG2008PTC062366,RAYALASEEMA WIND ENERGY COMPANY PRIVATE LIMITED,RAYALA SEEMA WIND ENERGY PVT LTD,RAYALASEEMA WIND ENERGY COMPANY PRIVATE LIMITED,1,10000000,847,3898296
U74899DL1995PTC073692,MINDARIKA PRIVATE LIMITED,MINDARIKA PRIVATE LTD,MINDARIKA PRIVATE LIMITED,1,10000000,691,2039265
U24299DL2019PLC347566,PANACEA BIOTEC PHARMA LIMITED,PANACEA BIOTEC PHARMA LTD PHARMACEU,PANACEA BIOTEC PHARMA LIMITED,1,10000000,691,5972302
U70101WB2005PLC101398,AMBUJA HOUSING AND URBAN INFRASTRUCTURE COMPANY LIMITED,AMBUJA HOUSING AND URBAN INFRASTRUCTURE CO. LTD.,AMBUJA HOUSING AND URBAN INFRASTRUCTURE COMPANY LIMITED,1,10000000,1,5899230
U25203WB2015PTC207942,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVATE LIMITED,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVAT E LIMITED,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVATE LIMITED,1,10000000,1,5899230
L64200MH1986PLC041370,TECH MAHINDRA LIMITED,TECH MAHINDRA LTD,TECH MAHINDRA LIMITED,1,10000000,691,7516991
U70102TG2004PTC044588,DIVYASREE NSL INFRASTRUCTURE PRIVATE LIMITED,DIVYASREE NSL INFRASTRUCTURE PRIVATE LIM ITED,DIVYASREE NSL INFRASTRUCTURE PRIVATE LIMITED,1,10000000,847,7445512
U70102TG2008PTC061278,TRIREME INFRASTRUCTURRE PRIVATE LIMITED,TRIREME INFRASTRUCTURRE PVT LTD,TRIREME INFRASTRUCTURRE PRIVATE LIMITED,1,10000000,847,3898296
U74900TG2012PLC079823,GREENKO SOLAR POWER (DHARMAVARAM) LIMITED,GREENKO SOLAR POWER (DHARAMAVARAM) LTD,GREENKO SOLAR POWER (DHARMAVARAM) LIMITED,1,10000000,847,3898296
L51909WB1916PLC002713,THE GANGES MANUFACTURING COMPANY,THE GANGES MANUFACTURING CO LTD,THE GANGES MANUFACTURING COMPANY,1,10000000,1,5898161
U51909DL2005PTC135000,A S BAJAJ SALES AND MARKETING PRIVATE LIMITED,SNB MINERALS PRIVATE LIMITED,A S BAJAJ SALES AND MARKETING PRIVATE LIMITED,1,10000000,691,5972302
U51901TN2018PTC121156,SUNDARAM INDUSTRIES PRIVATE LIMITED,SUNDARAM INDUSTRIES PVT LIMITED,SUNDARAM INDUSTRIES PRIVATE LIMITED,1,10000000,800,1019582
U74899DL1998PLC094894,JNS INSTRUMENTS LIMITED,JNS INSTRUMENTS LTD,JNS INSTRUMENTS LIMITED,1,10000000,691,3723135
U51909AS1998PTC005570,SURENDRA STEELS PRIVATE LIMITED,SURENDRA STEELS PRIVATE LIMITED,SURENDRA STEELS PRIVATE LIMITED,1,10000000,78,7430841
U51220MH1944PLC004124,THE ASSOCIATED AUTO PARTS LIMITED,THE ASSOCIATED AUTO PARTS PRIVATE LIMITED,THE ASSOCIATED AUTO PARTS LIMITED,1,10000000,800,7310854
AAG-1241,B2C CONSULTING LLP,B2C CONSULTING LLP,B2C CONSULTING LLP,1,10000000,300,4180496
U51311MH1992PTC065623,DESAI TRADING AND CONSULTANTS PVT LTD,DESAI TRADING CONSULTANTS PVT LTD,DESAI TRADING AND CONSULTANTS PVT LTD,1,10000000,300,1022034
U40100HP2004PTC026831,GANGDARI HYDRO POWER PRIVATE LIMITED,GANGDARI HYDRO POWER PVT LTD,GANGDARI HYDRO POWER PRIVATE LIMITED,1,10000000,847,3898296
U31901WB2000PTC090914,REGENT ELECTRO-MECH PRIVATE LIMITED,REGENT ELECTRO MECH PRIVATE LIMITED,REGENT ELECTRO-MECH PRIVATE LIMITED,1,10000000,1,5899230
U51109WB2008PTC127650,KANHA VINCOM PRIVATE LIMITED,KANHA VINCOM PRIVATE LIMITED,KANHA VINCOM PRIVATE LIMITED,1,10000000,1,5897386
U31401TG2015PTC099818,DYNERE ENGINEERING PRIVATE LIMITED,DYNERE ENGINEERING PRIVATE LIMITED,DYNERE ENGINEERING PRIVATE LIMITED,1,10000000,847,6458726
AAP-2524,JIT INDUSTRIAL PARK LLP,JIT INDUSTRIAL PARK LLP,JIT INDUSTRIAL PARK LLP,1,9990000,1,6405134
U67120WB1989PTC046729,PLUTO FINANCE PVT LTD.,PLUTO FINANCE PRIVATE LTD.;PLUTO FINANCE PRIVATE LTD,PLUTO FINANCE PVT LTD.,2,9900000,1,5898161;6405134
AAC-0546,CREATIVE INVESTMENT AND STOCK BROKING LLP,CREATIVE LLP,CREATIVE INVESTMENT AND STOCK BROKING LLP,1,9600000,691,8212066
ABA-1671,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,BUILDOX DEVELOPERS LLP,1,9500000,847,7445512;8233225
U10101WB1997PLC085100,COALSALE COMPANY LIMITED,COALSALE COMPANY LTD,COALSALE COMPANY LIMITED,1,9500000,1,6405134
U70109WB1999PTC089618,ARCHANA PROPERTIES PRIVATE LIMITED,ARCHANA PROPERTIES P LTD,ARCHANA PROPERTIES PRIVATE LIMITED,1,9000000,1,6405134
U45203TG2009PTC066327,SRI SIDDHARTH INFRATECH & SERVICES (I) PRIVATE LIMITED,SRI SIDDHARTH INFRATECH & SERVICES(I) PVT LTD,SRI SIDDHARTH INFRATECH & SERVICES (I) PRIVATE LIMITED,1,9000000,847,6458726
AAA-2552,JAI SUSPENSION SYSTEMS LLP,JAI SUSPENSION SYSTEMS LLP;JAI SUSPENSION SYSTEMS L L P,JAI SUSPENSION SYSTEMS LLP,2,9000000,691,3300196;2039265;3300196
U45200TG2008PTC163193,R.K. INFRACORP PRIVATE LIMITED,R K INFRACORP PRIVATE LIMITED,R.K. INFRACORP PRIVATE LIMITED,1,8800000,847,6458726
U65993WB1995PTC074660,SHIV SHANKAR SECURITIES PVT LTD,SHIV SHANKAR SECURITIES PVT LTD,SHIV SHANKAR SECURITIES PVT LTD,1,8500000,1,6405134
U60231DL2006PTC150846,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LIMITED,CAVALIER TRANSPORTERS PRIVATE LIMITED,1,8500000,691,3300196
U51909WB2007PTC115471,VAIBHAW TIE-UP PRIVATE LIMITED,VAIBHAW TIE UP PRIVATE LIMITED,VAIBHAW TIE-UP PRIVATE LIMITED,1,8500000,1,6405134
U51909RJ2022PTC081924,DR HEALTHTECH PRIVATE LIMITED,DR HEALTHTECH,DR HEALTHTECH PRIVATE LIMITED,1,8000000,656,6987052;1013030
U15420MH1933PLC001918,HARINAGAR SUGAR MILLS LIMITED,HARINAGAR SUGAR MILLS LTD,HARINAGAR SUGAR MILLS LIMITED,1,8000000,152,5877903
U70102GJ2006PTC049316,PACIFICA DEVELOPERS PRIVATE LIMITED,PACIFICA DEVELOPERS P LTD REFLECTIO,PACIFICA DEVELOPERS PRIVATE LIMITED,1,7500000,1355,1023671
U74999PN2006PTC021820,SEZ BIOTECH SERVICES PRIVATE LIMITED,SEZ BIOTECH SERVICES PVT LTD,SEZ BIOTECH SERVICES PRIVATE LIMITED,1,7500000,300,6830668
U51101WB2009PTC132761,PUSHKARA COMMOSALES PRIVATE LIMITED,PUSHKARA COMMOSALES PRIVATE LIMITED,PUSHKARA COMMOSALES PRIVATE LIMITED,1,7500000,1,5899230
U45201DL1996PTC114775,S P SINGLA CONSTRUCTIONS PRIVATE LIMITED,S.P. SINGLA CONSTRUCTIONS PRIVATE LTD.,S P SINGLA CONSTRUCTIONS PRIVATE LIMITED,1,7500000,628,7631030
U55101RJ1982PTC002554,J S K HOTELS PRIVATE LIMITED,J S K HOTELS P LTD,J S K HOTELS PRIVATE LIMITED,1,7500000,656,7594437
U24231WB1983PTC037037,RANISATI MERCHANDISE PVT LTD,RANISATI MERCANTILES PVT. LTD.,RANISATI MERCHANDISE PVT LTD,1,7500000,1,5898161
U24231MH1975PTC018714,CYZA CHEM PRIVATE LIMITED,CYZACHEM PVT LTD,CYZA CHEM PRIVATE LIMITED,1,7500000,300,6830668
U51109WB1993PTC058261,BANSHIDHAR VYAPAAR PVT. LTD.,BANSHIDHAR VYAPAAR PVT LTD,BANSHIDHAR VYAPAAR PVT. LTD.,1,7200000,1,6405134
U29128KA2007PTC042677,PRIMUS GLOBAL TECHNOLOGIES PRIVATE LIMITED,PRIMUSGLOBALTECHNOLOGIESPVTLTD,PRIMUS GLOBAL TECHNOLOGIES PRIVATE LIMITED,1,7000000,847,8233225;6458726
U51909WB2008PTC129650,FAIRPLAN VINTRADE PRIVATE LIMITED,FAIRPLAN VINTRADE PRIVATE LIMITED,FAIRPLAN VINTRADE PRIVATE LIMITED,1,7000000,1,5899230
U74140WB2009PTC135145,VENUS FINANCIAL CONSULTANTS PRIVATE LIMITED,VENUS FINANCIAL CONSULTANTS PVT LTD,VENUS FINANCIAL CONSULTANTS PRIVATE LIMITED,1,7000000,1,6405134
L51909DL1984PLC288239,SPICEJET LIMITED,SPICEJET LIMITED,SPICEJET LIMITED,1,6500000,691,3428540;7516991
U18101DL2002PTC113704,ORIENT FASHION EXPORTS (INDIA) PRIVATE LIMITED,ORIENT FASHION EXP (I) PVT LTD,ORIENT FASHION EXPORTS (INDIA) PRIVATE LIMITED,1,6000000,691,3300196
U51909WB2008PTC123088,OM VINCOM PRIVATE LIMITED,OM VINCOM PVT LTD,OM VINCOM PRIVATE LIMITED,1,6000000,1,6405134
U45201WB1997PTC083141,CHAITANYA ESTATES PRIVATE LIMITED,CHAITANYA ESTATES PRIVATE LIMITED,CHAITANYA ESTATES PRIVATE LIMITED,1,6000000,1,6405134
AAF-8496,MEENU CREATION LLP,MEENU CREATION LLP,MEENU CREATION LLP,1,6000000,691,3300196
U51909WB2009PTC132190,MANKIND TRACOM PRIVATE LIMITED.,MANKIND TRACOM PRIVATE LIMITED,MANKIND TRACOM PRIVATE LIMITED.,1,6000000,1,5899230
U67120WB1985PTC039630,SARD (INDIA) PVT LTD,SARD INDIA PRIVATE L,SARD (INDIA) PVT LTD,1,6000000,691,3300196
U27100PB2008PLC032063,FORTUNE METALIKS LIMITED,FORTUNE METALIKS LIMITED,FORTUNE METALIKS LIMITED,1,5000000,628,5809436
U25202MH1995PTC088387,FAMY STERI PRIVATE LIMITED,FAMY STERI PVT LIMITED,FAMY STERI PRIVATE LIMITED,1,5000000,300,4180496
U27310RJ1994PLC008698,RMC SWITCH GEARS LIMITED,RMC SWITCHGEARS LTD,RMC SWITCH GEARS LIMITED,1,5000000,656,6987052
U27310UP2010PLC039247,SUNDRAM ISPAT INDUSTRIES LIMITED,SUNDRAM INDUSTRIES PVT LTD,SUNDRAM ISPAT INDUSTRIES LIMITED,1,5000000,800,7310854
U70101WB1995PTC074525,ELLISBRIDGE ESTATES PVT. LTD.,ELLISBRIDGE ESTATES PVT LTD,ELLISBRIDGE ESTATES PVT. LTD.,1,5000000,1,5898161
L24100GJ1983PLC006513,GHCL LIMITED,GHCL LTD,GHCL LIMITED,1,5000000,691,3300196
U51398MH2003PTC138686,SITARA DIAMOND PRIVATE LIMITED,SITARA DIAMOND PRIVATE LIMITED,SITARA DIAMOND PRIVATE LIMITED,1,5000000,300,4180496
U35122DL2011PLC223819,MINDA KYORAKU LIMITED,MINDA KYORAKU LTD,MINDA KYORAKU LIMITED,1,5000000,691,2039265
U51109WB2008PTC121843,ROOPREKHA VYAPAAR PRIVATE LIMITED,ROOPREKHA VYAPAAR PRIVATE LIMITED,ROOPREKHA VYAPAAR PRIVATE LIMITED,1,5000000,1,5899230
U45200GJ2005FTC047249,PACIFICA (CHENNAI-OLD MAHABALIPURAM ROAD PROJECT) INFRA E-CO PVT LTD,PACIFICA INDIA PROJECTS PVT LTD,PACIFICA (CHENNAI-OLD MAHABALIPURAM ROAD PROJECT) INFRA E-CO PVT LTD,1,5000000,1355,1023671
U45200MH1988PTC050098,MEHER FOUNDATIONS AND CIVIL ENGINEERS PRIVATE LIMITED,MEHERFOUNDATIONSANDCIVILENGPVT,MEHER FOUNDATIONS AND CIVIL ENGINEERS PRIVATE LIMITED,1,5000000,300,4180496
U45200MH1997PLC105125,NAHAR BUILDERS AND DEVELOPERS LIMITED,NAHAR BUILDERS AND DEVELOPERS LTD,NAHAR BUILDERS AND DEVELOPERS LIMITED,1,5000000,300,7905165
U70109WB2011PLC171075,S.E. BUILDERS & REALTORS LIMITED,S E BUILDERS AND REALTORS LTD,S.E. BUILDERS & REALTORS LIMITED,1,5000000,1,5899230
U45200TG1991PTC013453,ROSHNI DEVELOPERS PRIVATE LIMITED,ROSHINI DEVELOPERS PRIVATE LTD,ROSHNI DEVELOPERS PRIVATE LIMITED,1,5000000,300,4180496
U45200TG2013PTC090477,VS TOWERS & CONTRACTORS PRIVATE LIMITED,VS TOWERS CONTRACTORS PRIVATE LIM,VS TOWERS & CONTRACTORS PRIVATE LIMITED,1,5000000,847,6458726
U45400WB2007PTC116300,RITESH ENCLAVE PRIVATE LIMITED,RITESH ENCLAVE PVT LTD,RITESH ENCLAVE PRIVATE LIMITED,1,5000000,1,6405134
L21010GJ1960PLC018099,JK PAPER LIMITED,JK PAPER LIMITED,JK PAPER LIMITED,1,5000000,691,8212066
L23109GA1967PLC000076,GOA CARBON LIMITED,GOA CARBON LTD,GOA CARBON LIMITED,1,5000000,509,7315678
U70109GJ2006PLC069526,SYLVANUS BUILDERS AND DEVELOPERS LIMITED,SYLVANUS BUILDERS AND DEVELOPERS LI,SYLVANUS BUILDERS AND DEVELOPERS LIMITED,1,5000000,1355,1023671
AAH-0988,ARCEDGES BUILDING (INDIA) LLP,ARCEDGES BUILDING INDIA LLP,ARCEDGES BUILDING (INDIA) LLP,1,5000000,1355,1023671
U01100CT2019PTC009167,ABIS AGROTECH PRIVATE LIMITED,ABIS AGROTECH PVT LTD,ABIS AGROTECH PRIVATE LIMITED,1,5000000,461,7613660
U15500WB2011PTC167258,DYNAMIC C.S. BOTTLING PRIVATE LIMITED,DYNAMIC CS BOTTLING PVT LTD,DYNAMIC C.S. BOTTLING PRIVATE LIMITED,1,5000000,1,5898161;6563457
U66000MH2013PTC249743,UNILIGHT REINSURANCE BROKERS PRIVATE LIMITED,UNILIGHT REINSURANCE BROKERS PVT LTD,UNILIGHT REINSURANCE BROKERS PRIVATE LIMITED,1,5000000,300,1022034
U15100WB2007PTC117903,BANSAL UDYOG PRIVATE LIMITED,BANSAL UDYOG PRIVATE,BANSAL UDYOG PRIVATE LIMITED,1,5000000,1,5054982
U65921WB1988PTC044301,BANSAL BUSINESS PVTLTD,BANSAL BUSINESS PRIVATE LIMITED,BANSAL BUSINESS PVTLTD,1,5000000,1,6405134
U93000MH1974PTC017705,CHANDA INVESTMENT AND TRADING COMPANY PRIVATE LIMITED,CHANDA INVESTMENT TRADING CO. PVT,CHANDA INVESTMENT AND TRADING COMPANY PRIVATE LIMITED,1,5000000,300,6830668
U63000WB2008PTC130666 ,ESTEE TRANSWAYS PRIVATE LIMITED,ESTEE TRANSWAYS PRIVATE LIMITE,ESTEE TRANSWAYS PRIVATE LIMITED,1,5000000,1,5899230
U01403TG2012PTC080941,PASURA CROP CARE PRIVATE LIMITED,PASURA CROP CARE PVT LTD,PASURA CROP CARE PRIVATE LIMITED,1,5000000,847,8233225
U60231AS1997PTC005249,SHIVAM TRANSCON PVT LTD,SHIVAM TRANSCON PRIVATE LIMITED,SHIVAM TRANSCON PVT LTD,1,5000000,78,7601204
U67190MH1994PTC080802,GANDHI SECURITIES AND INVESTMENT PRIVATE LIMITED,GANDHI SECURITIES INVESTMENT,GANDHI SECURITIES AND INVESTMENT PRIVATE LIMITED,1,5000000,300,7905165
U70101TG2007PTC053994,TOPNOTCH PROJECTS PRIVATE LIMITED,TOPNOTCH PROJECTS PRIVATE LIMITED,TOPNOTCH PROJECTS PRIVATE LIMITED,1,5000000,847,7445512
U01100MH1995PTC087949,MAKARAND PLANTATIONS PRIVATE LIMITED,MAKARAND PLANTATIONS PVT LIMITED,MAKARAND PLANTATIONS PRIVATE LIMITED,1,5000000,300,4180496
U51909WB2009PTC132310,NATRAJ GOODS PRIVATE LIMITED.,NATRAJ GOODS PRIVATE LIMITED,NATRAJ GOODS PRIVATE LIMITED.,1,5000000,1,5899230
AAG-5987,MIRANIA BUILDERS LLP,MIRANIA BUILDERS LLP,MIRANIA BUILDERS LLP,1,4500000,1,6405134
U70109WB1996PTC078304,SUNSHINE FINTRADE PVT LTD,SUNSHINE FINTRADE PVT LTD,SUNSHINE FINTRADE PVT LTD,1,4000000,1,5899230
U45309TG2021PTC156979,R K V FABTECH INDIA PRIVATE LIMITED,R K V FABTECH INDIA PRIVATE LIMITED,R K V FABTECH INDIA PRIVATE LIMITED,1,4000000,847,6458726
U65923WB1998PTC087501,LEVOC FINANCE PRIVATE LIMITED,LEVOC FINANCE PVT LTD,LEVOC FINANCE PRIVATE LIMITED,1,4000000,1,6405134
U45400WB2007PTC116327,RITESH NIRMAN PRIVATE LIMITED,RITESH NIRMAN PVT LTD,RITESH NIRMAN PRIVATE LIMITED,1,4000000,1,6405134
U51909WB2002PTC094527,KB DEALERS PRIVATE LIMITED,K B DEALERS PRIVATE LIMITED;KB DEALERS LLP,KB DEALERS PRIVATE LIMITED,2,4000000,1,6405134
U51909WB2000PTC092400,SPEED BUSINESS PRIVATE LIMITED,SPEED BUSINESS PVT LTD,SPEED BUSINESS PRIVATE LIMITED,1,4000000,1,6405134
AAO-5178,K M DEALERS LLP,KM DEALERS LLP;K M DEALERS LLP,K M DEALERS LLP,2,4000000,1,6405134
U67120WB1991PLC051266,NIRMAL DEEP RESOURCES LTD,NIRMALDEEP RESOURCES LTD,NIRMAL DEEP RESOURCES LTD,1,4000000,1,5899230
U65990MH1978PTC020116,SILVER LINE INVESTMENT COMPANY PRIVATE LIMITED,SILVER LINE INVESTMENT COMPANY,SILVER LINE INVESTMENT COMPANY PRIVATE LIMITED,1,4000000,1,6405134
U74999WB1994PTC065807,C. MACKERTICH PRIVATE LIMITED,C MACKERTICH PVT LTD,C. MACKERTICH PRIVATE LIMITED,1,4000000,1,5899230
U51909WB2004PTC098936,VPL OIL MARKETING PRIVATE LIMITED,VPL OIL MARKETING PVT LTD,VPL OIL MARKETING PRIVATE LIMITED,1,4000000,1,6405134
L45203AS1972PLC001393,ABC INDIA LIMITED,A B C INDIA LIMITED,ABC INDIA LIMITED,1,4000000,1,5899230
U31909WB1992PTC056794,G.M. HOLDINGS PVT LTD,G M HOLDINGS PVT LTD,G.M. HOLDINGS PVT LTD,1,4000000,1,5899230
AAP-0187,K M A COMMODITIES LLP,K M A COMMODITIES LLP,K M A COMMODITIES LLP,1,4000000,1,6405134
U17220GJ2014PTC079653,M. M. YARNS PRIVATE LIMITED,M M YARNS PVT LTD,M. M. YARNS PRIVATE LIMITED,1,3830000,1355,1023671
U17123GJ2015PTC083386,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LIMITED,1,3800000,1355,1023671
U67120WB1994PTC066134,CLIX SECURITIES PVT LTD,CLIX SECURITIES PRIVATE LIMITED,CLIX SECURITIES PVT LTD,1,3500000,1,6405134
AAA-6304,DEVASHRI NIRMAN LIMITED LIABILITY PARTNE RSHIP,DEVASHRI NIRMAN LLP,DEVASHRI NIRMAN LIMITED LIABILITY PARTNE RSHIP,1,3500000,509,7315678
U60231DL2006PTC150708,SDS LOGISTICS PRIVATE LIMITED,SDS LOGISTICS PRIVATE LIMITED,SDS LOGISTICS PRIVATE LIMITED,1,3500000,691,3300196
