"MP.name","Nature.of.membership","Start.of.term","End.of.term","State","Constituency","Political.party","Gender","Educational.qualifications","Educational.qualifications...details","Age","Debates","Private.Member.Bills","Questions","Attendance","Notes","National.Debates.average","National.Private.Member.Bills.average","National.Questions.average","National.Attendance.average","State.s.Debates.average","State.s.Private.Member.Bills..average","State.s.Questions.average","State.s.Attendance.average","Serious_CrimCase","Immoveable","Moveable"
"A. Ganeshamurthi","Elected","18-May-09","In office","Tamil Nadu","Erode","Marumalarchi Dravida Munnetra Kazhagam","Male","Graduate","B.A. (Economics); Educated at Thayagaraja College, Chennai, Tamil Nadu.","66","30","0","418","71%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",0,NA,NA
"A.K.S. Vijayan","Elected","18-May-09","In office","Tamil Nadu","Nagapattinam","Dravida Munnetra Kazhagam","Male","Graduate","B.A.; Educated at Madras University, Chennai, Tamil Nadu","52","31","0","440","57%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",0,NA,3488000
"A.T. Nana Patil","Elected","18-May-09","In office","Maharashtra","Jalgaon","Bharatiya Janata Party","Male","Graduate","M.Com (2nd Year Appearing)","52","69","10","641","80%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,1.01e+08,1e+07
"Abdul Mannan Hossain","Elected","18-May-09","In office","West Bengal","Murshidabad","Indian National Congress","Male","Graduate","B.A.; Educated at R.K.N.College","61","0","0","0","59%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.5","0.8","175","72%",1,1356625,703160
"Abdul Rahman","Elected","18-May-09","In office","Tamil Nadu","Vellore","Dravida Munnetra Kazhagam","Male","Post Graduate","M.A. (Economics), Diploma in Computer Programming; Educated at Jamal Mohamed College, Tiruchhrappalli, Tamil Nadu, Institute of Business Applications, Chennai.","54","37","0","583","68%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",0,9549032,2998096
"Adagooru H Vishwanath","Elected","18-May-09","In office","Karnataka","Mysore","Indian National Congress","Male","Graduate","B.Sc., LL.B.; Educated at Mysore University and Sharada Vilasa La College, Mysore, Karnataka","64","2","0","344","61%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","21.2","0.2","350","68%",0,26900000,1410972
"Adhi Sankar","Elected","18-May-09","In office","Tamil Nadu","Kallakurichi","Dravida Munnetra Kazhagam","Male","Graduate","B.Sc., B.L.; Educated at University of Madras (Tamil Nadu) ","56","12","0","178","58%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",0,14400000,3676061
"Amarnath Pradhan","Elected","18-May-09","In office","Orissa","Sambalpur","Indian National Congress","Male","Graduate","B.A., Utkal University, Bhubaneswar, Orissa","55","26","0","187","85%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","35","0.9","382","74%",0,221000,4590188
"Anand Prakash Paranjpe","Elected","18-May-09","In office","Maharashtra","Kalyan","Shiv Sena","Male","Post Graduate","B.E., M.B.A.; Educated at Pune University, Maharashtra","40","11","0","820","68%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,5810000,6445958
"Anandrao Adsul","Elected","18-May-09","In office","Maharashtra","Amravati","Shiv Sena","Male","Graduate","B.Com.; Educated at Shivaji University, Kolhapur, Maharashtra","66","35","3","1266","74%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,6535735,4444123
"Anant Gangaram Geete","Elected","18-May-09","In office","Maharashtra","Raigad","Shiv Sena","Male","Matric","Educated at Mumbai Board (Formerly Pune Board), Ratnagiri (Maharashtra) ","62","55","1","10","73%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,5e+06,3555617
"Anant Kumar Hegde","Elected","18-May-09","In office","Karnataka","Uttara Kannada","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Educated at M.M. Arts and Science College, Sirsi (Karnataka) ","45","14","2","574","72%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","21.2","0.2","350","68%",1,NA,277211
"Ananth Kumar","Elected","18-May-09","In office","Karnataka","Bangalore South","Bharatiya Janata Party","Male","Graduate","B.A., LL.B. (Spl.); Educated at K.S. Arts College and J.S.S. Law College, Karnataka University, Hubli (Karnataka) ","54","23","0","234","84%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","21.2","0.2","350","68%",0,NA,913504
"Anantha Venkatarami Reddy","Elected","18-May-09","In office","Andhra Pradesh","Anantapur","Indian National Congress","Male","Post Graduate","M.A., B.L.; Educated at Sri Venkateswara University and Sri Krishnadevaraya University, Anantapur, Andhra Pradesh","57","14","0","552","74%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","20.3","0.4","339","68%",0,11100000,2890000
"Anirudhan Sampath","Elected","18-May-09","In office","Kerala","Attingal","Communist Party of India (Marxist)","Male","Post Graduate","M.A. (Eco) L.L.M (Constt. Law)","51","93","1","400","77%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","69.4","1.5","416","79%",0,8150000,849000
"Annu Tandon","Elected","18-May-09","In office","Uttar Pradesh","Unnao","Indian National Congress","Female","Graduate","B.Sc. (Chemistry, Zoology and Botany); Dayanand Subhash National Post Graduate College, Unnao (Uttar Pradesh) ","56","30","0","307","93%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",0,2.12e+08,2.08e+08
"Anto Antony","Elected","18-May-09","In office","Kerala","Pathanamthitta","Indian National Congress","Male","Graduate","B.A.; Educated at St. Thomas College, Palai","56","79","0","618","86%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","69.4","1.5","416","79%",0,461568,962635
"Anup Kumar Saha","Elected","18-May-09","In office","West Bengal","Bardhaman Purba","Communist Party of India (Marxist)","Male","Doctorate","M.B.B.S., M.S. (Surgery), Ph.D. (Pursuing); Educated at Burdwan Medical College, and University College of Medicine, Calcutta, West Bengal","58","21","0","101","87%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.5","0.8","175","72%",0,4850000,3580944
"Anurag Singh Thakur","Elected","18-May-09","In office","Himachal Pradesh","Hamirpur","Bharatiya Janata Party","Male","Graduate","B.A.; Educated at Doaba College, Jalandhar, Punjab","39","72","1","612","85%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","86.3","0.6","337","92%",0,7.77e+08,9.66e+08
"Arjun Charan Sethi","Elected","18-May-09","In office","Orissa","Bhadrak","Biju Janata Dal","Male","Post Graduate","M.A.; Educated at K.C. Vidyamandir, Agarpada, Bhadrak College, University College , Vani Vihar, Bhubaneswar, Orissa","72","49","0","199","85%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","35","0.9","382","74%",0,10700000,350000
"Arjun Ram Meghwal","Elected","18-May-09","In office","Rajasthan","Bikaner","Bharatiya Janata Party","Male","Post Graduate","M.A. (Pol. Science); Educated at Sri Dungar College, Bikaner and University of Phillipine, Phillipines","60","430","20","749","99%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","51.5","1","304","88%",0,615000,2246024
"Arjun Roy","Elected","18-May-09","In office","Bihar","Sitamarhi","Janata Dal (United)","Male","Doctorate","Ph.D; Educated at University of Bihar, Bihar","42","28","0","349","92%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","45.1","0.7","331","87%",0,NA,NA
"Aruna Kumar Vundavalli","Elected","18-May-09","In office","Andhra Pradesh","Rajahmundry","Indian National Congress","Male","Graduate","B.Com, B.L.; Educated at Govt. College Rajamundry and C.R. Reddy Law College, Eluru","59","19","0","33","92%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","20.3","0.4","339","68%",0,NA,NA
"Arvind Kumar Chaudhary","Elected","18-May-09","In office","Uttar Pradesh","Basti","Bahujan Samaj Party","Male","Inter/ Higher Secondary","","49","4","0","190","96%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",0,NA,12900000
"Arvind Kumar Sharma","Elected","18-May-09","In office","Haryana","Karnal","Indian National Congress","Male","Post Graduate","B.D.S., M.D.S.; Eduated at Gujarat University, Ahmedabad, M.D. University, Rohtak","50","17","0","93","68%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","13.1","0.1","231","69%",0,7600000,11500000
"Asaduddin Owaisi","Elected","18-May-09","In office","Andhra Pradesh","Hyderabad","All India Majlis-E-Ittehadul Muslimmen","Male","Graduate","LL.B (London), Bar-At-Law (Lincolns Inn); Educated at Hyderabad Public School, St. Marys Junior College and Nizam College","44","40","1","1129","69%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","20.3","0.4","339","68%",1,6295000,6133013
"Ashok Argal","Elected","18-May-09","In office","Madhya Pradesh","Bhind","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Educated at Morena Board of Secondary Education, Madhya Pradesh","45","89","0","180","92%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","46.6","0.4","233","82%",0,4144180,3653485
"Ashok Kumar Rawat","Elected","18-May-09","In office","Uttar Pradesh","Misrikh","Bahujan Samaj Party","Male","Post Graduate","M.A.; Educated at Lucknow University, Lucknow, Uttar Pradesh","38","42","0","819","86%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",0,3300000,4021081
"Ashok Tanwar","Elected","18-May-09","In office","Haryana","Sirsa","Indian National Congress","Male","Post Graduate","M.A., M.Phil (History); Educated at Jawahar Lal Nehru University, New Delhi","38","4","0","223","79%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","13.1","0.1","231","69%",1,21900000,5370857
"Ashwamedh Devi","Elected","18-May-09","In office","Bihar","Ujiarpur","Janata Dal (United)","Female","Under Matric","Educated at Govt. Middle School, Bajitpur Meyari, Sarai Ranjan, Samastipur, Bihar","46","9","0","145","89%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","45.1","0.7","331","87%",0,10300000,4e+05
"Asrarul Haque Mohammad","Elected","18-May-09","In office","Bihar","Kishanganj","Indian National Congress","Male","Post Graduate","Fazil (M.A.); Educated at Darul Uloom, Deoband, Uttar Pradesh","72","18","0","56","94%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","45.1","0.7","331","87%",0,3300000,275413
"Avtar Singh Bhadana","Elected","18-May-09","In office","Haryana","Faridabad","Indian National Congress","Male","Under Matric","","56","14","0","231","46%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","13.1","0.1","231","69%",0,35300000,7573585
"Awale Jaywant Gangaram","Elected","18-May-09","In office","Maharashtra","Latur","Indian National Congress","Male","Inter/ Higher Secondary","","73","51","0","350","91%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,26600000,3902696
"Babu Lal Marandi","Elected","18-May-09","In office","Jharkhand","Kodarma","Jharkhand Vikas Morcha (Prajatantrik)","Male","Graduate","Educated at Ranchi University, Ranchi, Jharkhand","56","2","0","0","29%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","38.8","0.8","251","66%",0,1300000,837675
"Badri Ram Jakhar","Elected","18-May-09","In office","Rajasthan","Pali","Indian National Congress","Male","Under Matric","","61","24","0","513","88%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","51.5","1","304","88%",0,36300000,42700000
"Badruddin Ajmal","Elected","18-May-09","In office","Assam","Dhubri","Assam United Democratic Front","Male","Post Graduate","Fazil-e-Deoband (Masters in Islamic Theology and Arabic); Educated at Darul Uloom, Deoband, Uttar Pradesh","64","30","0","320","49%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","22.1","0.5","83","80%",0,2.7e+08,32100000
"Baidyanath Prasad Mahto","Elected","18-May-09","In office","Bihar","Valmiki Nagar","Janata Dal (United)","Male","Matric","Educated at H.S. Bathanaha, West Champaran (Bihar) ","66","28","0","301","92%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","45.1","0.7","331","87%",0,3100000,1328802
"Baijayant Jay Panda","Elected","18-May-09","In office","Orissa","Kendrapara","Biju Janata Dal","Male","Graduate","Dual Degree Course in Engineering and Management in Communications; Educated at Michigan Technological University, U.S.A.","50","18","12","878","66%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","35","0.9","382","74%",0,72800000,8.9e+07
"Baju Ban Riyan","Elected","18-May-09","In office","Tripura","Tripura East","Communist Party of India (Marxist)","Male","Graduate","B.Sc.; Educated at Maharaja Bira Bikram College, Agartala, Tripura","72","6","0","0","85%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","21.5","0.5","155","80%",0,798901,1924025
"Bal Kumar Patel","Elected","18-May-09","In office","Uttar Pradesh","Mirzapur","Samajwadi Party","Male","Inter/ Higher Secondary","Educated at Bhauri Intermediate College, Distt. Chitrakoot, Uttar Pradesh","50","11","0","280","80%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",1,1.4e+07,8978000
"Baliram","Elected","18-May-09","In office","Uttar Pradesh","Lalganj","Bahujan Samaj Party","Male","Doctorate","M.A., M.Ed., Ph.D.; Educated at Banaras Hindu University (BHU), Varanasi, Uttar Pradesh","59","51","0","351","94%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",0,5439454,1590862
"Balkrishna Khanderao Shukla","Elected","18-May-09","In office","Gujarat","Vadodara","Bharatiya Janata Party","Male","Post Graduate","B.Sc., MBA (HRM); Educated at M.S. University of Baroda, Vadodara (Gujarat) ","50","27","1","254","65%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","41","1.4","382","76%",0,NA,NA
"Bansagopal Chowdhury","Elected","18-May-09","In office","West Bengal","Asansol","Communist Party of India (Marxist)","Male","Graduate","Educated at T.D.B. College, Raniganj, West Bengal","54","24","0","43","61%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.5","0.8","175","72%",0,1050000,442302
"Bapiraju Kanumuri","Elected","18-May-09","In office","Andhra Pradesh","Narsapuram","Indian National Congress","Male","Inter/ Higher Secondary","Educated at Hyderabad Public School","66","11","0","0","87%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","20.3","0.4","339","68%",0,2.4e+07,6577013
"Basori Singh Masram","Elected","18-May-09","In office","Madhya Pradesh","Mandla","Indian National Congress","Male","Under Matric","Educated at Higher Secondary School, Bichhiya and Middle School, Tatri, Distt. Mandla, Madhya Pradesh","68","1","0","10","84%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","46.6","0.4","233","82%",0,2450000,1071178
"Basudeb Acharia","Elected","18-May-09","In office","West Bengal","Bankura","Communist Party of India (Marxist)","Male","Post Graduate","M.A., B.T.; Educated at Ranchi University, Ranchi, Bihar and Calcutta University, Calcutta, West Bengal","71","143","7","218","88%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.5","0.8","175","72%",0,583000,2731036
"Bhakta Charan Das","Elected","18-May-09","In office","Orissa","Kalahandi","Indian National Congress","Male","Graduate","B.A., LL.B.; Educated at Government College, Bhawanipatna, Kalahandi, Orissa and L. R. Law College, Sambalpur (Orissa) ","55","51","1","252","90%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","35","0.9","382","74%",0,5100000,1499130
"Bharat Ram Meghwal","Elected","18-May-09","In office","Rajasthan","Ganganagar","Indian National Congress","Male","Graduate","B.A., B.Ed.; Educated at Rajasthan University, Jaipur and Kota","58","18","0","200","90%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","51.5","1","304","88%",0,3800000,1106000
"Bhartruhari Mahtab","Elected","18-May-09","In office","Orissa","Cuttack","Biju Janata Dal","Male","Post Graduate","M.A. (English); Educated at Utkal University, (Orissa) ","56","234","1","395","94%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","35","0.9","382","74%",0,35700000,17600000
"Bhavana Pundlikrao Gawali Patil","Elected","18-May-09","In office","Maharashtra","Yavatmal-Washim","Shiv Sena","Female","Graduate","B.A. (Marathi); Educated at Amravati University, Amravati (Maharashtra) ","40","19","0","360","67%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,NA,NA
"Bhismashankar, Alias Kushal Tiwari","Elected","18-May-09","In office","Uttar Pradesh","Sant Kabir Nagar","Bahujan Samaj Party","Male","Inter/ Higher Secondary","","53","45","0","537","79%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",0,19300000,14300000
"Bhola Singh","Elected","18-May-09","In office","Bihar","Nawada","Bharatiya Janata Party","Male","Doctorate","M.A., Ph.D.; Educated at Patna University and Lalit Narayan Mithila University, Darbhanga, Bihar","79","104","10","398","92%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","45.1","0.7","331","87%",0,2700000,1979000
"Bhudeo Choudhary","Elected","18-May-09","In office","Bihar","Jamui","Janata Dal (United)","Male","Graduate","B.A., LL.B.; Educated at T.N.V. Law College, Bhagalpur","54","35","0","448","86%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","45.1","0.7","331","87%",0,2350000,4354000
"Bibhu Prasad Tarai","Elected","18-May-09","In office","Orissa","Jagatsinghpur","Communist Party of India","Male","Post Graduate","M.A., LL.B.; Madhusudan Law College, Cuttack and Utkal University, Bhubaneshwar, Orissa","49","26","0","224","82%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","35","0.9","382","74%",0,388000,582437
"Bijoya Chakravarty","Elected","18-May-09","In office","Assam","Gauhati","Bharatiya Janata Party","Female","Post Graduate","M.A. (English); Educated at Guwahati University, Guwahati, Assam and Banaras Hindu University, Varanasi (Uttar Pradesh) ","74","37","4","53","84%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","22.1","0.5","83","80%",0,1500000,370000
"Biren Singh Engti","Elected","18-May-09","In office","Assam","Autonomous District","Indian National Congress","Male","Post Graduate","M.A., LL.B.; Educated at Guwahati University, Assam","68","2","0","0","96%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","22.1","0.5","83","80%",0,16100000,NA
"Bishnu Pada Ray","Elected","18-May-09","In office","Andaman and Nicobar Islands","Andaman and Nicobar Islands","Bharatiya Janata Party","Male","Graduate","B.Com. (Hons.); Educated at Andamohan College, Calcutta, West Bengal","63","82","1","221","76%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","82","1","221","76%",1,612500,548049
"Brij Bhushan Sharan Singh","Elected","18-May-09","In office","Uttar Pradesh","Kaiserganj","Samajwadi Party","Male","Post Graduate","M.A., LL.B.; Educated at Saket Mahavidyalay, Avadh University, Faizabad (Uttar Pradesh) ","57","20","0","183","85%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",1,52400000,986685
"C. L. Ruala","Elected","18-May-09","In office","Mizoram","Mizoram","Indian National Congress","Male","Post Graduate","B.A., B.T.; Educated at St. Edmund`s college Shillong, Gauhati University","78","2","0","12","96%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","2","0","12","96%",0,1250000,804186
"C. R. Patil","Elected","18-May-09","In office","Gujarat","Navsari","Bharatiya Janata Party","Male","Certificate Course","I.T.I; Educated at Industrial Training Institute, Surat","58","22","2","468","78%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","41","1.4","382","76%",1,1.96e+08,55400000
"C. Rajendran","Elected","18-May-09","In office","Tamil Nadu","Chennai South","All India Anna Dravida Munnetra Kazhagam","Male","Graduate","B.A., B.L.; Educated at Madras Law College","53","48","0","411","75%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",0,24800000,1837844
"C. Sivasami","Elected","18-May-09","In office","Tamil Nadu","Tiruppur","All India Anna Dravida Munnetra Kazhagam","Male","Post Graduate","M.A.; Madurai Kamraj University (Tamil Nadu) ","56","58","0","700","75%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",1,NA,NA
"Chandrakant Bhaurao Khaire","Elected","18-May-09","In office","Maharashtra","Aurangabad","Shiv Sena","Male","Graduate","B.Sc. (1st Year), Diploma in Personnel Management; Educated at Marathawada University, Aurangabad, Maharashtra","62","48","5","725","73%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,NA,3432540
"Chandu Lal Sahu","Elected","18-May-09","In office","Chhattisgarh","Mahasamund","Bharatiya Janata Party","Male","Graduate","B.Com., LL.B.; Educated at Rajiv Lochan College, Rajim and; Durga College, Raipur","54","16","0","68","78%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","13.6","0.5","183","60%",0,NA,NA
"Chaudhary Lal Singh","Elected","18-May-09","In office","Jammu and Kashmir","Udhampur","Indian National Congress","Male","Graduate","B.A.; Educated at Government Degree College, Kathua,; Jammu and Kashmir","55","84","0","261","84%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","44.4","0","96","88%",0,1e+06,789378
"Chinta Mohan","Elected","18-May-09","In office","Andhra Pradesh","Tirupati","Indian National Congress","Male","Graduate","M.B.B.S; Educated at Srivenkateswara Medical College, Tirupati (Andhra Pradesh) ","59","5","0","18","80%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","20.3","0.4","339","68%",0,4227900,1285000
"D.B. Chandre Gowda","Elected","18-May-09","In office","Karnataka","Bangalore North","Bharatiya Janata Party","Male","Post Graduate","B.Sc, LL.B., Educated at Mudigere High School, Intermediate College Chikmagalur, Renukacharya College, Bangalore and R. L. Law College, Belgaum","77","7","0","750","59%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","21.2","0.2","350","68%",0,18800000,2015749
"Danapal Venugopal","Elected","18-May-09","In office","Tamil Nadu","Tiruvannamalai","Dravida Munnetra Kazhagam","Male","Inter/ Higher Secondary","Educated at Danish Mission High School, Tiruvannamalai, Tamil Nadu","82","27","0","5","66%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",0,5e+07,2010000
"Dara Singh Chauhan","Elected","18-May-09","In office","Uttar Pradesh","Ghosi","Bahujan Samaj Party","Male","Graduate","","50","130","0","92","92%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",1,1400000,500115
"Darshana Vikram Jardosh","Elected","18-May-09","In office","Gujarat","Surat","Bharatiya Janata Party","Female","Graduate","B.Com.; Educated at K.P. College of Commerce, Surat, Certificate Course in Computer from NIIT","53","71","0","337","87%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","41","1.4","382","76%",0,7230000,1950509
"Datta Raghobaji Meghe","Elected","18-May-09","In office","Maharashtra","Wardha","Indian National Congress","Male","Graduate","B.A.; Educated at Nagpur University, Nagpur (Maharashtra) ","77","59","0","308","88%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","28.8","1.7","500","74%",0,1.87e+08,46300000
"Davidson J. Helen","Elected","18-May-09","In office","Tamil Nadu","Kanniyakumari","Dravida Munnetra Kazhagam","Female","Post Graduate","M.Sc. (Math), B.Ed; Manomanian Sundaranar University and Annamalai University","42","47","0","193","82%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","47.2","0.4","398","69%",0,3750000,9085728
"Deepender Singh Hooda","Elected","18-May-09","In office","Haryana","Rohtak","Indian National Congress","Male","Post Graduate","B.Tech., M.B.A.; Educated at University at Birla Institute, M.D. University, Rohtak (Haryana) and Kelley School of Business, Indiana University, Bloomington, USA","36","16","1","83","81%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","13.1","0.1","231","69%",0,45800000,23300000
"Deoraj Singh Patel","Elected","18-May-09","In office","Madhya Pradesh","Rewa","Bahujan Samaj Party","Male","Post Graduate","M.A., LL.B.; Educated at Avadesh Pratap Singh University, Rewa, Madhya Pradesh","45","11","0","112","89%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","46.6","0.4","233","82%",0,18300000,1.3e+07
"Devendra Nagpal","Elected","18-May-09","In office","Uttar Pradesh","Amroha","Rashtriya Lok Dal","Male","Graduate","Educated at KGK College, Moradabad, Uttar Pradesh","43","9","0","43","53%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",1,98300000,34100000
"Devidhan Besra","Elected","18-May-09","In office","Jharkhand","Rajmahal","Bharatiya Janata Party","Male","Matric","Educated at Paligram Vidya Mandir, Birbhum","74","2","0","0","69%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","38.8","0.8","251","66%",0,3980000,957102
"Devji Patel","Elected","18-May-09","In office","Rajasthan","Jalore","Bharatiya Janata Party","Male","Matric","","37","109","0","420","78%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","51.5","1","304","88%",0,6740000,4259330
"Dhananjay Singh","Elected","18-May-09","In office","Uttar Pradesh","Jaunpur","Bahujan Samaj Party","Male","Post Graduate","M.A.(Political Science)","38","52","0","241","65%"," (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)","37.9","0.8","300","76%","43.9","0.4","254","79%",1,NA,5007656
